f1 f2 algorithm prob
646.437114877626 1031.96837630123 EMOA.SCAL prob1
688.853706218069 982.368194721639 EMOA.SCAL prob1
605.455852196319 1073.70647286996 EMOA.SCAL prob1
590.892004409106 1190.90336050838 EMOA.SCAL prob1
776.832104302011 938.876842539757 EMOA.SCAL prob1
874.522868294735 904.390782583505 EMOA.SCAL prob1
619.568229162833 1068.3127682656 EMOA.SCAL prob1
843.597737313248 905.474162753671 EMOA.SCAL prob1
804.433658864582 918.628739509732 EMOA.SCAL prob1
701.661438272567 978.545611463487 EMOA.SCAL prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
974.079082550015 879.691502768546 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
937.007297312375 882.105616983026 PRIM prob1
892.248646126827 892.633377239108 PRIM prob1
892.248646126827 892.633377239108 PRIM prob1
892.248646126827 892.633377239108 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
843.597737313248 905.474162753671 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
804.433658864582 918.628739509732 PRIM prob1
755.383064224152 941.368757802993 PRIM prob1
755.383064224152 941.368757802993 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
728.741811965592 954.63572114706 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
688.853706218069 982.368194721639 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
649.402118442813 1015.68084456027 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
605.455852196319 1073.70647286996 PRIM prob1
602.490848631132 1089.99400461093 PRIM prob1
602.490848631132 1089.99400461093 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
594.687800226966 1139.02058353648 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
587.92700084392 1207.19089224935 PRIM prob1
794.265528274785 474.034816442729 EMOA prob2
359.791799948815 553.8368555557 EMOA prob2
794.265528274785 474.034816442729 EMOA prob2
359.791799948815 553.8368555557 EMOA prob2
465.916779708382 525.730258761033 EMOA prob2
569.898645005441 508.115766737425 EMOA prob2
673.842789737127 490.447783668422 EMOA prob2
611.393226392329 501.994292807989 EMOA prob2
375.797339370094 549.283627097812 EMOA prob2
555.717580705604 509.287110448996 EMOA prob2
661.843329280554 491.976352083825 EMOA prob2
541.015253572362 513.058415981263 EMOA prob2
750.531969393454 479.357183732486 EMOA prob2
526.271203633522 514.192076958627 EMOA prob2
476.664705132117 523.760005272672 EMOA prob2
652.02677750923 493.36610167992 EMOA prob2
626.246333263854 498.508490762468 EMOA prob2
453.090587216184 528.656426140201 EMOA prob2
405.390565958902 539.532773564342 EMOA prob2
362.036303579116 551.933348565398 EMOA prob2
695.916835977112 487.025950948747 EMOA prob2
450.22899651428 531.65983543532 EMOA prob2
737.042385383663 481.93932185784 EMOA prob2
486.617234255523 522.439635770057 EMOA prob2
384.8676801521 544.905825987 EMOA prob2
547.671351694892 511.129613353423 EMOA prob2
720.815839764259 483.345540756977 EMOA prob2
703.337328893296 484.244509027557 EMOA prob2
505.570749086381 517.482699949604 EMOA prob2
520.580957713129 516.714845295656 EMOA prob2
497.365159679258 520.469382281695 EMOA prob2
628.582075806113 497.331442093867 EMOA prob2
596.047804722445 503.046513485479 EMOA prob2
641.116515699846 496.854591882679 EMOA prob2
779.555967348079 474.754011377234 EMOA prob2
580.885869687987 507.149729533248 EMOA prob2
794.265528274785 474.034816442729 EMOA prob2
762.887620684108 478.031118638931 EMOA prob2
437.010735754119 532.007564084102 EMOA prob2
418.313195519784 537.607152444758 EMOA prob2
428.014707012899 537.587455708901 EMOA prob2
776.864033971739 475.728556723987 EMOA prob2
414.179359181134 539.0350866625 EMOA prob2
398.173819759856 543.588315120389 EMOA prob2
429.779263527642 534.075292206043 EMOA prob2
641.408268298311 494.405274714699 EMOA prob2
723.507773140599 482.370995410224 EMOA prob2
382.559189385917 546.560296142741 EMOA prob2
685.483460482498 489.32227042208 EMOA prob2
492.847813293735 521.289206246464 EMOA prob2
753.050411594949 480.796940032181 EMOA.SCAL prob2
359.791799948815 553.8368555557 EMOA.SCAL prob2
359.791799948815 553.8368555557 EMOA.SCAL prob2
693.15133853482 487.854353437193 EMOA.SCAL prob2
672.109187874671 490.479399854175 EMOA.SCAL prob2
608.22557066026 500.880001425695 EMOA.SCAL prob2
709.718980365722 486.010856951921 EMOA.SCAL prob2
663.27176733879 492.802678083745 EMOA.SCAL prob2
565.07798987919 507.646122589148 EMOA.SCAL prob2
553.152437311316 508.357173074021 EMOA.SCAL prob2
463.419650672854 526.873023982673 EMOA.SCAL prob2
389.446111686116 545.881509865621 EMOA.SCAL prob2
418.696705566658 538.215262697731 EMOA.SCAL prob2
457.140444320994 529.849044833994 EMOA.SCAL prob2
375.797339370094 549.283627097812 EMOA.SCAL prob2
534.001730320541 513.063278271387 EMOA.SCAL prob2
471.800944344684 524.763431852504 EMOA.SCAL prob2
378.5704174296 547.163185292338 EMOA.SCAL prob2
616.758944030571 498.2089743522 EMOA.SCAL prob2
393.890514912476 543.056748052666 EMOA.SCAL prob2
529.391174110357 514.016898169156 EMOA.SCAL prob2
713.851793081961 484.563730446217 EMOA.SCAL prob2
498.594363313918 519.351605600453 EMOA.SCAL prob2
363.527681547998 550.892798687437 EMOA.SCAL prob2
543.67784181782 510.708586194352 EMOA.SCAL prob2
621.204031269646 497.363234738494 EMOA.SCAL prob2
511.927232481742 515.815509257897 EMOA.SCAL prob2
400.873219573379 540.352597529111 EMOA.SCAL prob2
488.50320292831 521.654714783165 EMOA.SCAL prob2
741.141813644422 482.201517071632 EMOA.SCAL prob2
447.848340362046 530.819572192943 EMOA.SCAL prob2
436.664321352209 532.191166699165 EMOA.SCAL prob2
634.070805960705 496.971798206786 EMOA.SCAL prob2
595.358795969201 501.271437957404 EMOA.SCAL prob2
582.532603477003 504.197605336571 EMOA.SCAL prob2
480.353641955613 522.378731072745 EMOA.SCAL prob2
412.158289106245 539.227589939892 EMOA.SCAL prob2
595.358795969201 501.271437957404 EMOA.SCAL prob2
573.652793319108 505.586684869549 EMOA.SCAL prob2
505.095686366277 519.340583594456 EMOA.SCAL prob2
428.283027680379 534.300758829334 EMOA.SCAL prob2
652.26789724533 493.949251386489 EMOA.SCAL prob2
642.604179331017 494.30077113329 EMOA.SCAL prob2
545.471025572423 510.665760225255 EMOA.SCAL prob2
427.320224140703 535.124373892123 EMOA.SCAL prob2
731.478095730108 482.553036818434 EMOA.SCAL prob2
642.57131279165 496.093301074722 EMOA.SCAL prob2
519.625790271978 514.573963444165 EMOA.SCAL prob2
478.109138325313 524.282238063047 EMOA.SCAL prob2
582.532603477003 504.197605336571 EMOA.SCAL prob2
801.13319760063 473.941094721607 PRIM prob2
801.13319760063 473.941094721607 PRIM prob2
801.13319760063 473.941094721607 PRIM prob2
794.265528274785 474.034816442729 PRIM prob2
794.265528274785 474.034816442729 PRIM prob2
794.265528274785 474.034816442729 PRIM prob2
784.601810360471 474.38633618953 PRIM prob2
769.892249433765 475.105531124036 PRIM prob2
769.892249433765 475.105531124036 PRIM prob2
769.892249433765 475.105531124036 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
753.191831567001 476.273117512328 PRIM prob2
729.793245229415 479.243268108075 PRIM prob2
696.120259941841 483.657976151196 PRIM prob2
696.120259941841 483.657976151196 PRIM prob2
666.286252685078 488.169068519703 PRIM prob2
665.227591867833 488.336265662214 PRIM prob2
590.116170569588 500.979594110721 PRIM prob2
546.730461467404 508.838168324249 PRIM prob2
528.463210807858 512.250685214595 PRIM prob2
528.463210807858 512.250685214595 PRIM prob2
507.938460525424 516.418398407495 PRIM prob2
427.188774381398 533.792680314498 PRIM prob2
427.188774381398 533.792680314498 PRIM prob2
427.188774381398 533.792680314498 PRIM prob2
386.359058120982 543.865276109039 PRIM prob2
386.359058120982 543.865276109039 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
371.197123086524 547.968492156808 PRIM prob2
363.527681547998 550.892798687437 PRIM prob2
363.527681547998 550.892798687437 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
362.999107118792 551.109733502609 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
359.791799948815 553.8368555557 PRIM prob2
208.352184473694 241.519618355012 EMOA prob3
170.894606380925 295.503902651168 EMOA prob3
170.894606380925 295.503902651168 EMOA prob3
193.765913578233 249.467151679107 EMOA prob3
177.912790145995 273.463554546014 EMOA prob3
190.398313033724 251.328413108305 EMOA prob3
194.913726667132 246.734838986376 EMOA prob3
187.030276751359 256.272030465816 EMOA prob3
176.185166590871 275.591390675938 EMOA prob3
186.99183131252 258.707321730148 EMOA prob3
207.218395820372 241.967178920845 EMOA prob3
197.616659645983 245.698652971093 EMOA prob3
173.815151780157 281.7876818041 EMOA prob3
179.072039413587 268.719924195691 EMOA prob3
200.936705215766 244.809753775593 EMOA prob3
204.811923234479 242.438579153061 EMOA prob3
175.280377438569 279.380869972202 EMOA prob3
174.389575006739 280.351763632214 EMOA prob3
182.361679587391 262.66908597256 EMOA prob3
185.202471317559 259.326008782146 EMOA prob3
181.448106603501 263.086584935844 EMOA prob3
180.28885733591 267.830215286167 EMOA prob3
180.821656585164 264.867947614381 EMOA prob3
203.149363684503 243.701998262291 EMOA prob3
175.558716572534 277.372753354475 EMOA prob3
201.195417271737 243.892264131628 EMOA prob3
184.288898333669 259.743507745431 EMOA prob3
192.627812512958 250.200461662907 EMOA prob3
183.662448315331 261.524870423967 EMOA prob3
189.871068481527 252.928953275402 EMOA prob3
172.910362627854 285.577161100364 EMOA prob3
172.587547765753 290.116612392485 EMOA prob3
171.17294551489 293.49578603344 EMOA prob3
172.865886899718 288.108495774757 EMOA prob3
189.277745466694 255.241699053617 EMOA prob3
197.396443976551 245.728714573641 EMOA prob3
184.117912578847 261.519015820883 EMOA prob3
180.821656585164 264.867947614381 EMOA prob3
171.799395533228 291.714423354904 EMOA prob3
173.18870176182 283.569044482637 EMOA prob3
171.799395533228 291.714423354904 EMOA prob3
189.053217385309 255.557510074132 EMOA prob3
178.793700279622 270.728040813419 EMOA prob3
173.18870176182 283.569044482637 EMOA prob3
172.865886899718 288.108495774757 EMOA prob3
192.627812512958 250.200461662907 EMOA prob3
194.913726667132 246.734838986376 EMOA prob3
180.28885733591 267.830215286167 EMOA prob3
172.910362627854 285.577161100364 EMOA prob3
172.587547765753 290.116612392485 EMOA prob3
208.352184473694 241.519618355012 EMOA.SCAL prob3
170.894606380925 295.503902651168 EMOA.SCAL prob3
170.894606380925 295.503902651168 EMOA.SCAL prob3
200.678839719514 244.10628078216 EMOA.SCAL prob3
192.167649635675 248.076807082306 EMOA.SCAL prob3
197.396443976551 245.728714573641 EMOA.SCAL prob3
182.426920584283 260.219418997832 EMOA.SCAL prob3
171.952313915828 288.525994738042 EMOA.SCAL prob3
190.417858684313 249.769949450302 EMOA.SCAL prob3
183.367625478498 257.421569798131 EMOA.SCAL prob3
190.106263562885 251.226618738322 EMOA.SCAL prob3
173.593092516019 282.137796716511 EMOA.SCAL prob3
183.367625478498 257.421569798131 EMOA.SCAL prob3
202.884438194177 243.67917234488 EMOA.SCAL prob3
181.612870013049 261.929756164472 EMOA.SCAL prob3
173.18870176182 283.569044482637 EMOA.SCAL prob3
171.17294551489 293.49578603344 EMOA.SCAL prob3
171.673974781863 290.53411135577 EMOA.SCAL prob3
172.66813655263 286.276047222567 EMOA.SCAL prob3
176.185166590871 275.591390675938 EMOA.SCAL prob3
204.811923234479 242.438579153061 EMOA.SCAL prob3
194.913726667132 246.734838986376 EMOA.SCAL prob3
196.879866424327 245.942731224173 EMOA.SCAL prob3
185.653539632672 253.9559471216 EMOA.SCAL prob3
171.57733626909 292.064538267314 EMOA.SCAL prob3
185.653539632672 253.9559471216 EMOA.SCAL prob3
187.403330584034 252.262804753604 EMOA.SCAL prob3
194.913726667132 246.734838986376 EMOA.SCAL prob3
172.910362627854 285.577161100364 EMOA.SCAL prob3
176.903812220949 273.143656388648 EMOA.SCAL prob3
203.678134581156 242.886139718894 EMOA.SCAL prob3
177.680838583654 272.049049385842 EMOA.SCAL prob3
178.104685465868 269.926375538225 EMOA.SCAL prob3
180.480752655783 264.293036278378 EMOA.SCAL prob3
206.701818268148 242.181195571376 EMOA.SCAL prob3
182.022529830083 261.650666763958 EMOA.SCAL prob3
187.919908136258 252.048788103073 EMOA.SCAL prob3
175.249620047036 277.090000001335 EMOA.SCAL prob3
170.894606380925 295.503902651168 EMOA.SCAL prob3
174.793965760939 278.920515866088 EMOA.SCAL prob3
185.653539632672 253.9559471216 EMOA.SCAL prob3
174.389575006739 280.351763632214 EMOA.SCAL prob3
174.389575006739 280.351763632214 EMOA.SCAL prob3
179.906329429201 265.728954450264 EMOA.SCAL prob3
180.17750771735 264.765246224618 EMOA.SCAL prob3
179.236802823135 267.563095424319 EMOA.SCAL prob3
